"gender","title","discipline","last_published","academia_length","phd_dissertation","bat_1","bat_2","bat_3","bat_4","ppqr_1","ppqr_2","ppqr_3","ppqr_4","ppqr_5","ppqr_6","ppqr_7","ppqr_8","ppqr_9","ppqr_10","ppqr_11","ppqr_12","ppqr_13","ppqr_14","ppqr_15","ppqr_16","ppqr_17","ppqr_18","jis_1","jis_2","jis_3","jis_4","wlbm_1","wlbm_2","wlbm_3","wlbm_4","copsoq_workload_1","copsoq_workload_2","copsoq_workload_3","copsoq_workload_4","copsoq_soc_sup_1","copsoq_soc_sup_2","copsoq_soc_sup_3","copsoq_soc_sup_4","copsoq_soc_sup_5","copsoq_soc_sup_6","copsoq_oppor_1","copsoq_oppor_2","copsoq_oppor_3","qrp_attitude_1","qrp_attitude_2","qrp_attitude_3","qrp_attitude_4","qrp_attitude_5","qrp_attitude_6","qrp_attitude_7","qrp_attitude_8","copsoq_infl_1","copsoq_infl_2","copsoq_infl_3","copsoq_infl_4","copsoq_infl_5","copsoq_infl_6","copsoq_meaning_1","copsoq_meaning_2","role_ambiguity_1","role_ambiguity_2","role_ambiguity_3","role_ambiguity_4","role_ambiguity_5","role_ambiguity_6","role_ambiguity_7","role_ambiguity_8","role_ambiguity_9","role_ambiguity_10","role_ambiguity_11","role_ambiguity_12","pay_satisfaction_1","pay_satisfaction_2","tool_satisfaction_1","tool_satisfaction_2","general_satisfaction_1","general_satisfaction_2","anonym_id"
"Woman","Associate Professor","Non-STEM","This year","More than 10 years","","Sometimes","Rarely","Rarely","Rarely","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Agree","Strongly agree","Strongly agree","Strongly disagree","Disagree","Agree","Strongly disagree","Strongly agree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Sometimes","Often","Rarely","Sometimes","Never","Rarely","Never","Often","Always","Sometimes","Often","Often","Often","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Somewhat unacceptable","Somewhat unacceptable","Completely unacceptable","Somewhat unacceptable","Somewhat unacceptable","Often","Often","Often","Often","Often","Often","Often","Often","Disagree","Slightly disagree","Neither agree nor disagree","Slightly disagree","Slightly agree","Slightly disagree","Slightly agree","Neither agree nor disagree","Neither agree nor disagree","Slightly disagree","Neither agree nor disagree","Disagree","Dissatisfied","Slightly dissatisfied","Dissatisfied","Neither satisfied nor dissatisfied","Satisfied","Slightly satisfied",253
"Woman","This does not apply to me","Non-STEM","In the last year","1-5 years","","Sometimes","Rarely","Sometimes","Rarely","Neither agree nor disagree","Strongly agree","Agree","Neither agree nor disagree","Disagree","Strongly disagree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Strongly disagree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Strongly agree","Somewhat disagree","Strongly disagree","Rarely","Often","Sometimes","Sometimes","Sometimes","Rarely","Rarely","Sometimes","Sometimes","Sometimes","Often","Often","Often","Completely acceptable","Somewhat acceptable","Neither acceptable or unacceptable","Somewhat acceptable","Completely acceptable","Somewhat acceptable","Completely acceptable","Somewhat acceptable","Sometimes","Sometimes","Sometimes","Often","Often","Often","Sometimes","Sometimes","Agree","Slightly disagree","Slightly agree","Neither agree nor disagree","Slightly agree","Agree","Agree","Agree","Disagree","Disagree","Slightly disagree","Strongly disagree","Slightly satisfied","Slightly satisfied","Very dissatisfied","Dissatisfied","Dissatisfied","Satisfied",254
"Prefer not to say","Assistant Professor","STEM (science, technology, engineering, mathematics)","This year","6-10 years","","Rarely","Never","Never","Rarely","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Strongly disagree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Often","Sometimes","Sometimes","Often","Always","Always","Rarely","Sometimes","Always","Rarely","Always","Always","Always","Completely unacceptable","Completely unacceptable","Completely acceptable","Completely acceptable","Completely acceptable","Completely unacceptable","Completely unacceptable","Completely acceptable","Always","Always","Often","Always","Always","Always","Often","Often","Slightly agree","Strongly disagree","Neither agree nor disagree","Agree","Disagree","Neither agree nor disagree","Agree","Slightly disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Satisfied","Satisfied","Satisfied","Satisfied","Slightly satisfied","Slightly satisfied",255
"Man","Associate Professor","Non-STEM","This year","More than 10 years","","Rarely","Rarely","Never","Sometimes","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Agree","Agree","Disagree","Strongly agree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Strongly agree","Disagree","Strongly disagree","Agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat agree","Often","Often","Often","Sometimes","Always","Always","Often","Often","Always","Often","Always","Always","Always","Somewhat unacceptable","Completely unacceptable","Somewhat unacceptable","Somewhat unacceptable","Neither acceptable or unacceptable","Completely unacceptable","Somewhat unacceptable","Somewhat unacceptable","Always","Often","Often","Often","Often","Often","Often","Often","Agree","Slightly agree","Slightly disagree","Agree","Neither agree nor disagree","Slightly disagree","Agree","Disagree","Disagree","Disagree","Slightly disagree","Slightly disagree","Slightly satisfied","Slightly satisfied","Neither satisfied nor dissatisfied","Slightly satisfied","Slightly satisfied","Slightly satisfied",256
"Woman","Full Professor","Non-STEM","In the last year","More than 10 years","","Sometimes","Sometimes","Rarely","Often","Neither agree nor disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Agree","Agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Neither agree nor disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Often","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Often","Often","Often","Often","Often","Sometimes","Somewhat acceptable","Somewhat unacceptable","Somewhat unacceptable","Neither acceptable or unacceptable","Completely acceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Sometimes","Sometimes","Often","Always","Often","Sometimes","Sometimes","Sometimes","Slightly agree","Neither agree nor disagree","Slightly agree","Agree","Slightly disagree","Slightly agree","Neither agree nor disagree","Neither agree nor disagree","Slightly disagree","Slightly disagree","Agree","Slightly disagree","Slightly satisfied","Slightly satisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied",257
"Man","Full Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Sometimes","Rarely","Rarely","Rarely","Disagree","Strongly agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Agree","Agree","Agree","Strongly agree","Strongly disagree","Disagree","Agree","Strongly disagree","Strongly agree","Somewhat disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Often","Often","Often","Rarely","Often","Always","Sometimes","Often","Always","Sometimes","Often","Often","Often","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Somewhat acceptable","Neither acceptable or unacceptable","Somewhat unacceptable","Somewhat unacceptable","Completely unacceptable","Always","Often","Often","Sometimes","Sometimes","Sometimes","Often","Always","Agree","Slightly agree","Neither agree nor disagree","Agree","Disagree","Agree","Strongly agree","Slightly disagree","Disagree","Disagree","Neither agree nor disagree","Slightly disagree","Satisfied","Satisfied","Slightly dissatisfied","Slightly satisfied","Satisfied","Satisfied",258
"Man","Full Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Often","Rarely","Rarely","Sometimes","Agree","Disagree","Strongly agree","Disagree","Neither agree nor disagree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Neither agree nor disagree","Agree","Strongly agree","Neither agree nor disagree","Disagree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Often","Often","Often","Rarely","Often","Sometimes","Rarely","Sometimes","Sometimes","Rarely","Sometimes","Often","Sometimes","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Always","Always","Always","Always","Often","Always","Often","Often","Agree","Agree","Slightly disagree","Slightly agree","Neither agree nor disagree","Slightly agree","Agree","Slightly disagree","Slightly disagree","Slightly disagree","Slightly disagree","Agree","Satisfied","Satisfied","Slightly dissatisfied","Slightly dissatisfied","Slightly dissatisfied","Slightly dissatisfied",259
"Man","Assistant Professor","Non-STEM","This year","1-5 years","","Sometimes","Never","Never","Rarely","Disagree","Agree","Agree","Disagree","Agree","Disagree","Neither agree nor disagree","Agree","Agree","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Often","Rarely","Rarely","Often","Always","Always","Sometimes","Always","Always","Sometimes","Often","Always","Often","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Somewhat unacceptable","Somewhat acceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Always","Always","Sometimes","Often","Sometimes","Always","Always","Often","Agree","Disagree","Slightly disagree","Agree","Disagree","Agree","Slightly agree","Slightly disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Satisfied","Satisfied","Neither satisfied nor dissatisfied","Very satisfied","Slightly dissatisfied","Slightly dissatisfied",260
"Woman","Associate Professor","Non-STEM","This year","6-10 years","","Sometimes","Rarely","Never","Rarely","Neither agree nor disagree","Agree","Agree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Agree","Strongly agree","Strongly agree","Agree","Neither agree nor disagree","Agree","Agree","Agree","Agree","Agree","Neither agree nor disagree","Agree","Strongly disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Often","Often","Always","Rarely","Often","Sometimes","Sometimes","Sometimes","Often","Sometimes","Often","Always","Often","Somewhat acceptable","Completely unacceptable","Neither acceptable or unacceptable","Somewhat acceptable","Somewhat acceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Often","Often","Sometimes","Sometimes","Sometimes","Often","Always","Always","Slightly agree","Agree","Disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Slightly satisfied","Slightly satisfied","Slightly dissatisfied","Dissatisfied","Satisfied","Very satisfied",261
"Woman","Full Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Sometimes","Rarely","Rarely","Never","Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","Neither agree nor disagree","Strongly agree","Disagree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Agree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Strongly agree","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Often","Often","Often","Rarely","Always","Always","Sometimes","Often","Often","Rarely","Always","Always","Always","Completely acceptable","Completely unacceptable","Neither acceptable or unacceptable","Neither acceptable or unacceptable","Somewhat acceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Always","Often","Sometimes","Often","Rarely","Often","Always","Always","Agree","Agree","Disagree","Strongly agree","Strongly disagree","Strongly agree","Agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Disagree","Very satisfied","Very satisfied","Neither satisfied nor dissatisfied","Satisfied","Very satisfied","Very satisfied",262
"Woman","Assistant Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Rarely","Rarely","Rarely","Rarely","Neither agree nor disagree","Strongly disagree","Strongly disagree","Strongly disagree","Agree","Strongly agree","Strongly disagree","Disagree","Disagree","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Rarely","Sometimes","Sometimes","Often","Always","Always","Always","Always","Always","Always","Always","Always","Always","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Always","Always","Always","Always","Always","Always","Always","Always","Strongly agree","Disagree","Agree","Strongly agree","Strongly disagree","Strongly agree","Slightly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Very satisfied","Very satisfied","Very satisfied","Very satisfied","Very satisfied","Very satisfied",263
